cui	Disease Name	cui	Disease Name	MeSH Disease Class	UMLS Semantic Type	cui	Disease Name	gene	Symbol	gene	Symbol	Uniprot	Gene Name	Pathway	Panther Protein Class	gene	Symbol	Score	Score	Disease	# Of PMIDs	Gene	Disease	Gene	# Of PMIDs	Disease	# Of PMIDs	# Of PMIDs	Gene
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	23621	BACE1	23621	BACE1	P56817	beta-site APP-cleaving enzyme 1	null	hydrolase; protease	23621	BACE1	0.31959631235228	0.31959631235228	umls:C0002395	71	23621	umls:C0002395	23621	71	umls:C0002395	71	71	23621
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3481	IGF2	3481	IGF2	P01344	insulin-like growth factor 2	Hemostasis; Signal Transduction; Metabolism of proteins	signaling molecule	3481	IGF2	0.314634135038695	0.314634135038695	umls:C0002395	4	3481	umls:C0002395	3481	4	umls:C0002395	4	4	3481
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	596	BCL2	596	BCL2	P10415	B-cell CLL/lymphoma 2	Programmed Cell Death; Immune System	signaling molecule	596	BCL2	0.313734590369816	0.313734590369816	umls:C0002395	7	596	umls:C0002395	596	7	umls:C0002395	7	7	596
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	581	BAX	581	BAX	Q07812	BCL2-associated X protein	null	signaling molecule	581	BAX	0.31	0.31	umls:C0002395	2	581	umls:C0002395	581	2	umls:C0002395	2	2	581
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	6653	SORL1	6653	SORL1	Q92673	sortilin-related receptor, L(DLR class) A repeats containing	null	receptor; transfer/carrier protein; transporter	6653	SORL1	0.293494379870662	0.293494379870662	umls:C0002395	41	6653	umls:C0002395	6653	41	umls:C0002395	41	41	6653
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	7124	TNF	7124	TNF	P01375	tumor necrosis factor	Developmental Biology; Programmed Cell Death	signaling molecule	7124	TNF	0.285281155974215	0.285281155974215	umls:C0002395	33	7124	umls:C0002395	7124	33	umls:C0002395	33	33	7124
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	590	BCHE	590	BCHE	P06276	butyrylcholinesterase	null	hydrolase	590	BCHE	0.279336945713237	0.279336945713237	umls:C0002395	48	590	umls:C0002395	590	48	umls:C0002395	48	48	590
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	4524	MTHFR	4524	MTHFR	P42898	methylenetetrahydrofolate reductase (NAD(P)H)	Metabolism	lyase; oxidoreductase; transferase	4524	MTHFR	0.275074118195572	0.275074118195572	umls:C0002395	33	4524	umls:C0002395	4524	33	umls:C0002395	33	33	4524
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2	A2M	2	A2M	P01023	alpha-2-macroglobulin	null	defense/immunity protein; enzyme modulator; signaling molecule	2	A2M	0.266949636827457	0.266949636827457	umls:C0002395	25	2	umls:C0002395	2	25	umls:C0002395	25	25	2
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	10858	CYP46A1	10858	CYP46A1	Q9Y6A2	cytochrome P450, family 46, subfamily A, polypeptide 1	Metabolism	oxidoreductase	10858	CYP46A1	0.265893613571794	0.265893613571794	umls:C0002395	24	10858	umls:C0002395	10858	24	umls:C0002395	24	24	10858
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	5621	PRNP	5621	PRNP	F7VJQ1;P04156	prion protein	Developmental Biology	null	5621	PRNP	0.264661533374223	0.264661533374223	umls:C0002395	36	5621	umls:C0002395	5621	36	umls:C0002395	36	36	5621
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1471	CST3	1471	CST3	P01034	cystatin C	null	enzyme modulator	1471	CST3	0.264505054787439	0.264505054787439	umls:C0002395	30	1471	umls:C0002395	1471	30	umls:C0002395	30	30	1471
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2099	ESR1	2099	ESR1	P03372	estrogen receptor 1	Signal Transduction; Gene Expression	nucleic acid binding; receptor; transcription factor	2099	ESR1	0.256752858015074	0.256752858015074	umls:C0002395	23	2099	umls:C0002395	2099	23	umls:C0002395	23	23	2099
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3077	HFE	3077	HFE	Q30201	hemochromatosis	null	defense/immunity protein; receptor	3077	HFE	0.253741266834869	0.253741266834869	umls:C0002395	18	3077	umls:C0002395	3077	18	umls:C0002395	18	18	3077
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3416	IDE	3416	IDE	P14735	insulin-degrading enzyme	null	hydrolase; protease	3416	IDE	0.251658672927017	0.251658672927017	umls:C0002395	22	3416	umls:C0002395	3416	22	umls:C0002395	22	22	3416
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	7018	TF	7018	TF	P02787	transferrin	Hemostasis; Transmembrane transport of small molecules	transfer/carrier protein	7018	TF	0.247484099400324	0.247484099400324	umls:C0002395	15	7018	umls:C0002395	7018	15	umls:C0002395	15	15	7018
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1191	CLU	1191	CLU	P10909	clusterin	Hemostasis	null	1191	CLU	0.247180527937746	0.247180527937746	umls:C0002395	26	1191	umls:C0002395	1191	26	umls:C0002395	26	26	1191
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	4846	NOS3	4846	NOS3	P29474	nitric oxide synthase 3 (endothelial cell)	Hemostasis; Signal Transduction; Metabolism	calcium-binding protein; oxidoreductase	4846	NOS3	0.241461405577274	0.241461405577274	umls:C0002395	13	4846	umls:C0002395	4846	13	umls:C0002395	13	13	4846
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1139	CHRNA7	1139	CHRNA7	P36544;Q494W8	cholinergic receptor, nicotinic, alpha 7 (neuronal)	Neuronal System	receptor; transporter	1139	CHRNA7	0.236515290439732	0.236515290439732	umls:C0002395	10	1139	umls:C0002395	1139	10	umls:C0002395	10	10	1139
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	7422	VEGFA	7422	VEGFA	P15692	vascular endothelial growth factor A	Cellular responses to stress; Hemostasis; Signal Transduction; Developmental Biology	signaling molecule	7422	VEGFA	0.236387775919062	0.236387775919062	umls:C0002395	10	7422	umls:C0002395	7422	10	umls:C0002395	10	10	7422
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	8301	PICALM	8301	PICALM	Q13492	phosphatidylinositol binding clathrin assembly protein	Membrane Trafficking	membrane traffic protein	8301	PICALM	0.236289225464505	0.236289225464505	umls:C0002395	18	8301	umls:C0002395	8301	18	umls:C0002395	18	18	8301
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	23385	NCSTN	23385	NCSTN	Q92542	nicastrin	Developmental Biology; Extracellular matrix organization; Signal Transduction	null	23385	NCSTN	0.234226698449138	0.234226698449138	umls:C0002395	11	23385	umls:C0002395	23385	11	umls:C0002395	11	11	23385
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2932	GSK3B	2932	GSK3B	P49841	glycogen synthase kinase 3 beta	Developmental Biology; Immune System; Cellular responses to stress; Signal Transduction	kinase; transferase	2932	GSK3B	0.233093168706123	0.233093168706123	umls:C0002395	15	2932	umls:C0002395	2932	15	umls:C0002395	15	15	2932
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	7019	TFAM	7019	TFAM	Q00059	transcription factor A, mitochondrial	Organelle biogenesis and maintenance; Gene Expression	nucleic acid binding; signaling molecule; transcription factor	7019	TFAM	0.231626126359697	0.231626126359697	umls:C0002395	8	7019	umls:C0002395	7019	8	umls:C0002395	8	8	7019
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1378	CR1	1378	CR1	P17927	complement component (3b/4b) receptor 1 (Knops blood group)	Immune System	cell adhesion molecule; defense/immunity protein; hydrolase; protease; receptor; transfer/carrier protein	1378	CR1	0.231420616814315	0.231420616814315	umls:C0002395	11	1378	umls:C0002395	1378	11	umls:C0002395	11	11	1378
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1141	CHRNB2	1141	CHRNB2	P17787	cholinergic receptor, nicotinic, beta 2 (neuronal)	Neuronal System	receptor; transporter	1141	CHRNB2	0.229514568385731	0.229514568385731	umls:C0002395	9	1141	umls:C0002395	1141	9	umls:C0002395	9	9	1141
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3162	HMOX1	3162	HMOX1	P09601	heme oxygenase (decycling) 1	Transmembrane transport of small molecules; Metabolism	oxidoreductase	3162	HMOX1	0.22853702869214	0.22853702869214	umls:C0002395	11	3162	umls:C0002395	3162	11	umls:C0002395	11	11	3162
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	4353	MPO	4353	MPO	P05164	myeloperoxidase	null	oxidoreductase	4353	MPO	0.227842505031283	0.227842505031283	umls:C0002395	10	4353	umls:C0002395	4353	10	umls:C0002395	10	10	4353
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1565	CYP2D6	1565	CYP2D6	P10635	cytochrome P450, family 2, subfamily D, polypeptide 6	Metabolism	null	1565	CYP2D6	0.227559000461189	0.227559000461189	umls:C0002395	11	1565	umls:C0002395	1565	11	umls:C0002395	11	11	1565
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	5468	PPARG	5468	PPARG	P37231	peroxisome proliferator-activated receptor gamma	Developmental Biology; Gene Expression; Metabolism	nucleic acid binding; receptor; transcription factor	5468	PPARG	0.227481005436477	0.227481005436477	umls:C0002395	10	5468	umls:C0002395	5468	10	umls:C0002395	10	10	5468
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	274	BIN1	274	BIN1	O00499	bridging integrator 1	null	membrane traffic protein	274	BIN1	0.227353490915807	0.227353490915807	umls:C0002395	11	274	umls:C0002395	274	11	umls:C0002395	11	11	274
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	43	ACHE	43	ACHE	P22303	acetylcholinesterase (Yt blood group)	null	hydrolase	43	ACHE	0.22490939741315	0.22490939741315	umls:C0002395	17	43	umls:C0002395	43	17	umls:C0002395	17	17	43
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	642	BLMH	642	BLMH	Q13867	bleomycin hydrolase	null	null	642	BLMH	0.219757284192866	0.219757284192866	umls:C0002395	5	642	umls:C0002395	642	5	umls:C0002395	5	5	642
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	323	APBB2	323	APBB2	Q92870	amyloid beta (A4) precursor protein-binding, family B, member 2	null	signaling molecule	323	APBB2	0.219473779622772	0.219473779622772	umls:C0002395	3	323	umls:C0002395	323	3	umls:C0002395	3	3	323
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	27328	PCDH11X	27328	PCDH11X	Q9BZA7	protocadherin 11 X-linked	null	cell adhesion molecule	27328	PCDH11X	0.219473779622772	0.219473779622772	umls:C0002395	3	27328	umls:C0002395	27328	3	umls:C0002395	3	3	27328
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	26330	GAPDHS	26330	GAPDHS	O14556	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	Metabolism	oxidoreductase	26330	GAPDHS	0.21926827007739	0.21926827007739	umls:C0002395	4	26330	umls:C0002395	26330	4	umls:C0002395	4	4	26330
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3479	IGF1	3479	IGF1	P05019	insulin-like growth factor 1 (somatomedin C)	Hemostasis; Metabolism of proteins; Signal Transduction	signaling molecule	3479	IGF1	0.219063249069368	0.219063249069368	umls:C0002395	10	3479	umls:C0002395	3479	10	umls:C0002395	10	10	3479
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1718	DHCR24	1718	DHCR24	Q15392	24-dehydrocholesterol reductase	Metabolism	oxidoreductase	1718	DHCR24	0.217851235764282	0.217851235764282	umls:C0002395	5	1718	umls:C0002395	1718	5	umls:C0002395	5	5	1718
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	836	CASP3	836	CASP3	P42574	caspase 3, apoptosis-related cysteine peptidase	null	enzyme modulator; hydrolase; protease	836	CASP3	0.217029686120114	0.217029686120114	umls:C0002395	10	836	umls:C0002395	836	10	umls:C0002395	10	10	836
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	10347	ABCA7	10347	ABCA7	Q8IZY2	ATP-binding cassette, sub-family A (ABC1), member 7	Transmembrane transport of small molecules	transporter	10347	ABCA7	0.216618667029351	0.216618667029351	umls:C0002395	9	10347	umls:C0002395	10347	9	umls:C0002395	9	9	10347
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	6648	SOD2	6648	SOD2	P04179	superoxide dismutase 2, mitochondrial	Cellular responses to stress	oxidoreductase	6648	SOD2	0.215406653724264	0.215406653724264	umls:C0002395	4	6648	umls:C0002395	6648	4	umls:C0002395	4	4	6648
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	5649	RELN	5649	RELN	P78509	reelin	null	null	5649	RELN	0.21512314915417	0.21512314915417	umls:C0002395	4	5649	umls:C0002395	5649	4	umls:C0002395	4	4	5649
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1965	EIF2S1	1965	EIF2S1	P05198	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa	Metabolism of proteins; Gene Expression	nucleic acid binding	1965	EIF2S1	0.215045154129459	0.215045154129459	umls:C0002395	3	1965	umls:C0002395	1965	3	umls:C0002395	3	3	1965
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2023	ENO1	2023	ENO1	P06733	enolase 1, (alpha)	Metabolism	lyase	2023	ENO1	0.215045154129459	0.215045154129459	umls:C0002395	3	2023	umls:C0002395	2023	3	umls:C0002395	3	3	2023
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3482	IGF2R	3482	IGF2R	P11717	insulin-like growth factor 2 receptor	Membrane Trafficking	null	3482	IGF2R	0.214839644584077	0.214839644584077	umls:C0002395	3	3482	umls:C0002395	3482	3	umls:C0002395	3	3	3482
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	945	CD33	945	CD33	P20138	CD33 molecule	null	cell adhesion molecule; defense/immunity protein; receptor; signaling molecule; structural protein	945	CD33	0.214634135038695	0.214634135038695	umls:C0002395	3	945	umls:C0002395	945	3	umls:C0002395	3	3	945
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	54209	TREM2	54209	TREM2	Q9NZC2	triggering receptor expressed on myeloid cells 2	Developmental Biology; Immune System	null	54209	TREM2	0.213656595345104	0.213656595345104	umls:C0002395	6	54209	umls:C0002395	54209	6	umls:C0002395	6	6	54209
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	55676	SLC30A6	55676	SLC30A6	Q6NXT4	solute carrier family 30 (zinc transporter), member 6	Metabolism of proteins; Transmembrane transport of small molecules	transporter	55676	SLC30A6	0.213089586204917	0.213089586204917	umls:C0002395	3	55676	umls:C0002395	55676	3	umls:C0002395	3	3	55676
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	406938	MIR146A	406938	MIR146A	null	microRNA 146a	null	null	406938	MIR146A	0.213089586204917	0.213089586204917	umls:C0002395	4	406938	umls:C0002395	406938	4	umls:C0002395	4	4	406938
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1808	DPYSL2	1808	DPYSL2	Q16555	dihydropyrimidinase-like 2	Developmental Biology	hydrolase	1808	DPYSL2	0.212806081634823	0.212806081634823	umls:C0002395	3	1808	umls:C0002395	1808	3	umls:C0002395	3	3	1808
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2147	F2	2147	F2	P00734	coagulation factor II (thrombin)	Hemostasis; Metabolism of proteins; Signal Transduction	hydrolase; protease	2147	F2	0.212600572089441	0.212600572089441	umls:C0002395	3	2147	umls:C0002395	2147	3	umls:C0002395	3	3	2147
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	23607	CD2AP	23607	CD2AP	Q9Y5K6	CD2-associated protein	Cell-Cell communication	signaling molecule	23607	CD2AP	0.212600572089441	0.212600572089441	umls:C0002395	3	23607	umls:C0002395	23607	3	umls:C0002395	3	3	23607
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	498	ATP5A1	498	ATP5A1	P25705	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	null	hydrolase; nucleic acid binding; receptor; transporter	498	ATP5A1	0.212522577064729	0.212522577064729	umls:C0002395	2	498	umls:C0002395	498	2	umls:C0002395	2	2	498
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	7782	SLC30A4	7782	SLC30A4	O14863	solute carrier family 30 (zinc transporter), member 4	null	transporter	7782	SLC30A4	0.212522577064729	0.212522577064729	umls:C0002395	1	7782	umls:C0002395	7782	1	umls:C0002395	1	1	7782
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	2041	EPHA1	2041	EPHA1	P21709	EPH receptor A1	Developmental Biology	null	2041	EPHA1	0.212317067519348	0.212317067519348	umls:C0002395	2	2041	umls:C0002395	2041	2	umls:C0002395	2	2	2041
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	3480	IGF1R	3480	IGF1R	P08069	insulin-like growth factor 1 receptor	Signal Transduction	null	3480	IGF1R	0.212317067519348	0.212317067519348	umls:C0002395	2	3480	umls:C0002395	3480	2	umls:C0002395	2	2	3480
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	801	CALM1	801	CALM1	P62158	calmodulin 1 (phosphorylase kinase, delta)	null	calcium-binding protein	801	CALM1	0.210283504570094	0.210283504570094	umls:C0002395	2	801	umls:C0002395	801	2	umls:C0002395	2	2	801
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	1392	CRH	1392	CRH	P06850	corticotropin releasing hormone	Signal Transduction	signaling molecule	1392	CRH	0.210283504570094	0.210283504570094	umls:C0002395	2	1392	umls:C0002395	1392	2	umls:C0002395	2	2	1392
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	8081	AD5	8081	AD5	null	Alzheimer disease 5	null	null	8081	AD5	0.210283504570094	0.210283504570094	umls:C0002395	1	8081	umls:C0002395	8081	1	umls:C0002395	1	1	8081
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	22976	PAXIP1	22976	PAXIP1	Q6ZW49	PAX interacting (with transcription-activation domain) protein 1	null	null	22976	PAXIP1	0.210283504570094	0.210283504570094	umls:C0002395	1	22976	umls:C0002395	22976	1	umls:C0002395	1	1	22976
C0002395	Alzheimer Disease	C0002395	Alzheimer Disease	Nervous System Diseases;Mental Disorders	Disease or Syndrome	C0002395	Alzheimer Disease	267	AMFR	267	AMFR	Q9UKV5	autocrine motility factor receptor, E3 ubiquitin protein ligase	null	ligase	267	AMFR	0.21	0.21	umls:C0002395	1	267	umls:C0002395	267	1	umls:C0002395	1	1	267
