cui	Disease Name	cui	Disease Name	MeSH Disease Class	UMLS Semantic Type	cui	Disease Name	gene	Symbol	gene	Symbol	Uniprot	Gene Name	Pathway	Panther Protein Class	gene	Symbol	Score	Score	Disease	# Of PMIDs	Gene	Disease	Gene	# Of PMIDs	Disease	# Of PMIDs	# Of PMIDs	Gene
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	4886	NPY1R	4886	NPY1R	P25929	neuropeptide Y receptor Y1	Signal Transduction	receptor	4886	NPY1R	0.314634135038695	0.314634135038695	umls:C0028754	3	4886	umls:C0028754	4886	3	umls:C0028754	3	3	4886
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	1571	CYP2E1	1571	CYP2E1	P05181	cytochrome P450, family 2, subfamily E, polypeptide 1	Metabolism	null	1571	CYP2E1	0.314301599510003	0.314301599510003	umls:C0028754	9	1571	umls:C0028754	1571	9	umls:C0028754	9	9	1571
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3383	ICAM1	3383	ICAM1	P05362	intercellular adhesion molecule 1	Extracellular matrix organization; Immune System	cell adhesion molecule; signaling molecule	3383	ICAM1	0.313451085799722	0.313451085799722	umls:C0028754	7	3383	umls:C0028754	3383	7	umls:C0028754	7	7	3383
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	1363	CPE	1363	CPE	P16870	carboxypeptidase E	Metabolism of proteins	hydrolase; protease	1363	CPE	0.313167581229629	0.313167581229629	umls:C0028754	6	1363	umls:C0028754	1363	6	umls:C0028754	6	6	1363
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	5367	PMCH	5367	PMCH	P20382	pro-melanin-concentrating hormone	Signal Transduction	signaling molecule	5367	PMCH	0.311417522850468	0.311417522850468	umls:C0028754	7	5367	umls:C0028754	5367	7	umls:C0028754	7	7	5367
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3929	LBP	3929	LBP	P18428	lipopolysaccharide binding protein	Immune System	defense/immunity protein; transfer/carrier protein	3929	LBP	0.310850513710281	0.310850513710281	umls:C0028754	4	3929	umls:C0028754	3929	4	umls:C0028754	4	4	3929
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2180	ACSL1	2180	ACSL1	P33121	acyl-CoA synthetase long-chain family member 1	Metabolism	ligase	2180	ACSL1	0.310567009140187	0.310567009140187	umls:C0028754	4	2180	umls:C0028754	2180	4	umls:C0028754	4	4	2180
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2878	GPX3	2878	GPX3	P22352	glutathione peroxidase 3 (plasma)	Cellular responses to stress	oxidoreductase	2878	GPX3	0.310567009140187	0.310567009140187	umls:C0028754	4	2878	umls:C0028754	2878	4	umls:C0028754	4	4	2878
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3099	HK2	3099	HK2	P52789	hexokinase 2	Transmembrane transport of small molecules; Metabolism	kinase; transferase	3099	HK2	0.310567009140187	0.310567009140187	umls:C0028754	4	3099	umls:C0028754	3099	4	umls:C0028754	4	4	3099
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2752	GLUL	2752	GLUL	P15104	glutamate-ammonia ligase	Neuronal System; Metabolism	ligase	2752	GLUL	0.31	0.31	umls:C0028754	2	2752	umls:C0028754	2752	2	umls:C0028754	2	2	2752
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3033	HADH	3033	HADH	Q16836	hydroxyacyl-CoA dehydrogenase	Metabolism	isomerase; lyase; oxidoreductase	3033	HADH	0.31	0.31	umls:C0028754	2	3033	umls:C0028754	3033	2	umls:C0028754	2	2	3033
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	7018	TF	7018	TF	P02787	transferrin	Hemostasis; Transmembrane transport of small molecules	transfer/carrier protein	7018	TF	0.31	0.31	umls:C0028754	2	7018	umls:C0028754	7018	2	umls:C0028754	2	2	7018
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	79661	NEIL1	79661	NEIL1	Q96FI4	nei endonuclease VIII-like 1 (E. coli)	null	hydrolase; lyase; nucleic acid binding	79661	NEIL1	0.31	0.31	umls:C0028754	2	79661	umls:C0028754	79661	2	umls:C0028754	2	2	79661
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	7124	TNF	7124	TNF	P01375	tumor necrosis factor	Developmental Biology; Programmed Cell Death	signaling molecule	7124	TNF	0.309690639813114	0.309690639813114	umls:C0028754	158	7124	umls:C0028754	7124	158	umls:C0028754	158	158	7124
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3630	INS	3630	INS	P01308	insulin	Developmental Biology; Metabolism of proteins; Signal Transduction; Metabolism	signaling molecule	3630	INS	0.302438945270865	0.302438945270865	umls:C0028754	1572	3630	umls:C0028754	3630	1572	umls:C0028754	1572	1572	3630
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3569	IL6	3569	IL6	P05231	interleukin 6	Developmental Biology; Immune System; Cellular responses to stress; Signal Transduction	signaling molecule	3569	IL6	0.296932934158899	0.296932934158899	umls:C0028754	107	3569	umls:C0028754	3569	107	umls:C0028754	107	107	3569
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	7351	UCP2	7351	UCP2	P55851	uncoupling protein 2 (mitochondrial, proton carrier)	Metabolism	calcium-binding protein; transfer/carrier protein; transporter	7351	UCP2	0.293530879317775	0.293530879317775	umls:C0028754	94	7351	umls:C0028754	7351	94	umls:C0028754	94	94	7351
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	348	APOE	348	APOE	P02649	apolipoprotein E	null	null	348	APOE	0.279355650813091	0.279355650813091	umls:C0028754	53	348	umls:C0028754	348	53	umls:C0028754	53	53	348
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2784	GNB3	2784	GNB3	P16520	guanine nucleotide binding protein (G protein), beta polypeptide 3	Hemostasis; Metabolism of proteins; Transmembrane transport of small molecules; Metabolism; Neuronal System; Signal Transduction	enzyme modulator; hydrolase	2784	GNB3	0.262529419970413	0.262529419970413	umls:C0028754	44	2784	umls:C0028754	2784	44	umls:C0028754	44	44	2784
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	5054	SERPINE1	5054	SERPINE1	P05121	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	Hemostasis; Extracellular matrix organization; Gene Expression; Circadian Clock; Signal Transduction	enzyme modulator	5054	SERPINE1	0.254248075297603	0.254248075297603	umls:C0028754	64	5054	umls:C0028754	5054	64	umls:C0028754	64	64	5054
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	7350	UCP1	7350	UCP1	P25874	uncoupling protein 1 (mitochondrial, proton carrier)	Metabolism	calcium-binding protein; transfer/carrier protein; transporter	7350	UCP1	0.254248075297603	0.254248075297603	umls:C0028754	66	7350	umls:C0028754	7350	66	umls:C0028754	66	66	7350
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	129787	TMEM18	129787	TMEM18	Q96B42	transmembrane protein 18	null	null	129787	TMEM18	0.251325648860965	0.251325648860965	umls:C0028754	29	129787	umls:C0028754	129787	29	umls:C0028754	29	29	129787
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	25970	SH2B1	25970	SH2B1	Q9NRF2	SH2B adaptor protein 1	Hemostasis; Signal Transduction; Immune System	null	25970	SH2B1	0.246358978293578	0.246358978293578	umls:C0028754	32	25970	umls:C0028754	25970	32	umls:C0028754	32	32	25970
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	257194	NEGR1	257194	NEGR1	Q7Z3B1	neuronal growth regulator 1	null	cell adhesion molecule	257194	NEGR1	0.242956923452454	0.242956923452454	umls:C0028754	21	257194	umls:C0028754	257194	21	umls:C0028754	21	21	257194
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	79047	KCTD15	79047	KCTD15	Q96SI1	potassium channel tetramerization domain containing 15	null	enzyme modulator	79047	KCTD15	0.242389914312267	0.242389914312267	umls:C0028754	19	79047	umls:C0028754	79047	19	umls:C0028754	19	19	79047
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	132789	GNPDA2	132789	GNPDA2	Q8TDQ7	glucosamine-6-phosphate deaminase 2	null	hydrolase; isomerase	132789	GNPDA2	0.242106409742173	0.242106409742173	umls:C0028754	17	132789	umls:C0028754	132789	17	umls:C0028754	17	17	132789
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	153	ADRB1	153	ADRB1	P08588	adrenoceptor beta 1	null	receptor	153	ADRB1	0.240356351363013	0.240356351363013	umls:C0028754	14	153	umls:C0028754	153	14	umls:C0028754	14	14	153
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	51738	GHRL	51738	GHRL	Q9UBU3	ghrelin/obestatin prepropeptide	Metabolism of proteins; Signal Transduction	signaling molecule	51738	GHRL	0.240307320404415	0.240307320404415	umls:C0028754	23	51738	umls:C0028754	51738	23	umls:C0028754	23	23	51738
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	23788	MTCH2	23788	MTCH2	Q9Y6C9	mitochondrial carrier 2	null	transfer/carrier protein; transporter	23788	MTCH2	0.239222333082638	0.239222333082638	umls:C0028754	16	23788	umls:C0028754	23788	16	umls:C0028754	16	16	23788
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	5346	PLIN1	5346	PLIN1	O60240	perilipin 1	Developmental Biology; Metabolism	transfer/carrier protein	5346	PLIN1	0.237325181827684	0.237325181827684	umls:C0028754	32	5346	umls:C0028754	5346	32	umls:C0028754	32	32	5346
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3358	HTR2C	3358	HTR2C	P28335	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	Signal Transduction	receptor	3358	HTR2C	0.235956689935814	0.235956689935814	umls:C0028754	21	3358	umls:C0028754	3358	21	umls:C0028754	21	21	3358
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	5465	PPARA	5465	PPARA	Q07869	peroxisome proliferator-activated receptor alpha	null	nucleic acid binding; receptor; transcription factor	5465	PPARA	0.234157600598055	0.234157600598055	umls:C0028754	36	5465	umls:C0028754	5465	36	umls:C0028754	36	36	5465
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2166	FAAH	2166	FAAH	O00519	fatty acid amide hydrolase	null	hydrolase; ligase; transferase	2166	FAAH	0.233023582317681	0.233023582317681	umls:C0028754	27	2166	umls:C0028754	2166	27	umls:C0028754	27	27	2166
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3481	IGF2	3481	IGF2	P01344	insulin-like growth factor 2	Hemostasis; Signal Transduction; Metabolism of proteins	signaling molecule	3481	IGF2	0.226688419858424	0.226688419858424	umls:C0028754	22	3481	umls:C0028754	3481	22	umls:C0028754	22	22	3481
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	3356	HTR2A	3356	HTR2A	P28223	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	Signal Transduction	receptor	3356	HTR2A	0.226453946246928	0.226453946246928	umls:C0028754	14	3356	umls:C0028754	3356	14	umls:C0028754	14	14	3356
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	5467	PPARD	5467	PPARD	Q03181	peroxisome proliferator-activated receptor delta	Signal Transduction; Gene Expression; Metabolism	nucleic acid binding; receptor; transcription factor	5467	PPARD	0.22238682034842	0.22238682034842	umls:C0028754	14	5467	umls:C0028754	5467	14	umls:C0028754	14	14	5467
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	8431	NR0B2	8431	NR0B2	Q15466	nuclear receptor subfamily 0, group B, member 2	Gene Expression	nucleic acid binding; receptor; transcription factor	8431	NR0B2	0.221819811208233	0.221819811208233	umls:C0028754	9	8431	umls:C0028754	8431	9	umls:C0028754	9	9	8431
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	7133	TNFRSF1B	7133	TNFRSF1B	P20333	tumor necrosis factor receptor superfamily, member 1B	null	defense/immunity protein; receptor	7133	TNFRSF1B	0.221536306638139	0.221536306638139	umls:C0028754	9	7133	umls:C0028754	7133	9	umls:C0028754	9	9	7133
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	4864	NPC1	4864	NPC1	O15118	Niemann-Pick disease, type C1	null	receptor	4864	NPC1	0.221252802068046	0.221252802068046	umls:C0028754	9	4864	umls:C0028754	4864	9	umls:C0028754	9	9	4864
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	6720	SREBF1	6720	SREBF1	P36956	sterol regulatory element binding transcription factor 1	Circadian Clock; Developmental Biology; Metabolism	transcription factor	6720	SREBF1	0.22063676196926	0.22063676196926	umls:C0028754	16	6720	umls:C0028754	6720	16	umls:C0028754	16	16	6720
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2194	FASN	2194	FASN	P49327	fatty acid synthase	Metabolism	hydrolase; ligase; oxidoreductase; transferase	2194	FASN	0.2188867035901	0.2188867035901	umls:C0028754	17	2194	umls:C0028754	2194	17	umls:C0028754	17	17	2194
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2688	GH1	2688	GH1	P01241	growth hormone 1	Signal Transduction; Metabolism of proteins; Immune System	signaling molecule	2688	GH1	0.21850513710281	0.21850513710281	umls:C0028754	31	2688	umls:C0028754	2688	31	umls:C0028754	31	31	2688
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	2641	GCG	2641	GCG	P01275	glucagon	Metabolism of proteins; Signal Transduction; Metabolism	signaling molecule	2641	GCG	0.21713664521094	0.21713664521094	umls:C0028754	19	2641	umls:C0028754	2641	19	umls:C0028754	19	19	2641
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	26291	FGF21	26291	FGF21	Q9NSA1	fibroblast growth factor 21	null	signaling molecule	26291	FGF21	0.216237100542061	0.216237100542061	umls:C0028754	23	26291	umls:C0028754	26291	23	umls:C0028754	23	23	26291
C0028754	Obesity	C0028754	Obesity	Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms	Disease or Syndrome	C0028754	Obesity	4889	NPY5R	4889	NPY5R	Q15761	neuropeptide Y receptor Y5	Signal Transduction	receptor	4889	NPY5R	0.216051657889163	0.216051657889163	umls:C0028754	6	4889	umls:C0028754	4889	6	umls:C0028754	6	6	4889
